"","AGI","probe_id","adj.P.Val","P.Value","t","B","logFC","Gene.symbol","Gene.title","GO","PATH","oma_id","level","level_name","araID"
"11319","AT4G08920","255068_at",0.019368,0.00244,-4.67,-1.705979,-0.32,"CRY1","cryptochrome-1","GO:0007623; GO:0009414; GO:0009416; GO:0009583; GO:0009637; GO:0009638; GO:0009640; GO:0009644; GO:0009646; GO:0009785; GO:0010075; GO:0010114; GO:0010117; GO:0010118; GO:0010218; GO:0010244; GO:0010310; GO:0010343; GO:0010617; GO:0042752; GO:0046283; GO:0046777; GO:0051510; GO:0055114; GO:0060918; GO:0071000; GO:0072387; GO:0099402; GO:1900426; GO:1901332; GO:1901371; GO:1901529; GO:1901672; GO:1902347; GO:1902448; GO:2000377; GO:2000652; GO:0005634; GO:0005737; GO:0005829; GO:0016604; GO:0004672; GO:0005515; GO:0005524; GO:0009882; GO:0016301; GO:0042802; GO:0042803; GO:0071949","04712",15190189,1,"LUCA","ARATH26223"
"11320","AT4G08930","255061_at",0.077563,0.0179,-3.1,-3.847707,-0.127,"APRL6","protein APR-like 6","GO:0045454; GO:0005576",NA,15190190,7,"Spermatophyta","ARATH26224"
"11321","AT4G08940","255062_at",0.332905,0.141,1.66,-5.932743,0.12,"AT4G08940","ubiquitin carboxyl-terminal hydrolase family protein","GO:0006979; GO:0009507",NA,15190191,7,"Spermatophyta","ARATH26225"
"11322","AT4G08950","255064_at",0.575236,0.338,-1.03,-6.695845,-0.0458,"EXO","protein EXORDIUM","GO:0009741; GO:0005576; GO:0005618; GO:0005794; GO:0009505; GO:0003674",NA,15190192,5,"Embryophyta","ARATH26226"
"11323","AT4G08960","255067_at",0.179179,0.0579,2.28,-5.06304,0.226,"AT4G08960","phosphotyrosyl phosphatase activator (PTPA) family protein","GO:0007052; GO:0043085; GO:0000159; GO:0005634; GO:0005737; GO:0003755; GO:0008160",NA,15190193,2,"Eukaryota","ARATH26227"
"11324","AT4G08980","255066_at",0.214208,0.0742,-2.11,-5.311919,-0.184,"FBW2","F-box with WD-40 2","GO:0006511; GO:0009737; GO:0010608; GO:0010629; GO:0016567; GO:0031146; GO:0005634; GO:0019005; GO:0005515",NA,15190194,5,"Embryophyta","ARATH26228"
"11325","AT4G09010","255078_at",0.077049,0.0177,3.11,-3.836057,0.221,"APX4","ascorbate peroxidase 4","GO:0000302; GO:0034599; GO:0042744; GO:0005634; GO:0005737; GO:0005829; GO:0009507; GO:0009534; GO:0009535; GO:0009543; GO:0009579; GO:0031977; GO:0004601; GO:0005515; GO:0020037","00053; 00480",15190200,3,"Viridiplantae","ARATH26234"
"11326","AT4G09020","255070_at",0.149995,0.0455,-2.44,-4.81767,-0.327,"ISA3","isoamylase 3","GO:0005983; GO:0009507; GO:0009569; GO:0009570; GO:0019156",NA,15190202,1,"LUCA","ARATH26236"
"11327","AT4G09030","255080_at",0.038911,0.00667,-3.84,-2.794327,-0.266,"AGP10","arabinogalactan protein 10","GO:0005886; GO:0031225",NA,15190203,10,"Pentapetalae","ARATH26237"
"11328","AT4G09080","255072_at",0.618658,0.387,-0.924,-6.799393,-0.0431,"TOC75-IV","protein TOC75-4","GO:0009658; GO:0009662; GO:0034622; GO:0045036; GO:0045037; GO:0045040; GO:0001401; GO:0009507; GO:0009707; GO:0016021; GO:0031359",NA,15190210,1,"LUCA","ARATH26244"
"11329","AT4G09100","255074_at",0.959123,0.906,-0.122,-7.249914,-0.00443,"AT4G09100","RING-H2 finger protein ATL39","GO:0016567; GO:0005737; GO:0008270",NA,15190214,10,"Pentapetalae","ARATH26248"
"11330","AT4G09110","255075_at",0.743906,0.54,-0.644,-7.028581,-0.0255,"AT4G09110","putative RING-H2 finger protein ATL35","GO:0016567",NA,15190215,14,"Arabidopsis","ARATH26249"
"11331","AT4G09130","255076_at",0.750238,0.549,0.631,-7.037744,0.0246,"AT4G09130","putative RING-H2 finger protein ATL37","GO:0016567",NA,15190217,13,"Brassicaceae","ARATH26251"
"11332","AT4G09140","255081_at",0.526458,0.29,1.15,-6.573581,0.0478,"MLH1","DNA mismatch repair protein MLH1","GO:0006298; GO:0006312; GO:0009555; GO:0009845; GO:0010154; GO:0048316; GO:0000790; GO:0005634; GO:0005712; GO:0032300; GO:0032389; GO:0005524; GO:0016887; GO:0030674; GO:0030983","03430",15190218,2,"Eukaryota","ARATH26252"
"11333","AT4G09150","255077_at",0.086657,0.0211,-2.98,-4.020282,-0.211,"AT4G09150","T-complex protein 11","GO:0008150; GO:0005634",NA,15190221,4,"Streptophyta","ARATH26255"
"11334","AT4G09320","255089_at",0.004463,0.000253,6.92,0.760374,0.481,"NDPK1","nucleoside diphosphate kinase 1","GO:0006163; GO:0006165; GO:0006183; GO:0006220; GO:0006228; GO:0006241; GO:0046686; GO:0070301; GO:0005737; GO:0005773; GO:0005774; GO:0005777; GO:0005829; GO:0005886; GO:0009506; GO:0009507; GO:0048046; GO:0004550; GO:0005515","00230; 00240; 01100; 01110",15190238,2,"Eukaryota","ARATH26272"
"11335","AT4G09340","255087_at",0.864416,0.724,-0.368,-7.181851,-0.0536,"AT4G09340","SPla/RYanodine receptor (SPRY) domain-containing protein","GO:0005575",NA,15190239,2,"Eukaryota","ARATH26273"
"11336","AT4G09350","255088_at",0.438967,0.215,-1.37,-6.318259,-0.0561,"AT4G09350","NADH dehydrogenase-like complex T","GO:0009507; GO:0009535; GO:0010598",NA,15190240,4,"Streptophyta","ARATH26274"
"11337","AT4G09360","255090_at",0.370011,0.165,-1.55,-6.07932,-0.0583,"AT4G09360","NB-ARC domain-containing disease resistance protein","GO:0005737; GO:0043531",NA,15190242,13,"Brassicaceae","ARATH26276"
"11338","AT4G09420","255059_at",0.257709,0.0972,1.92,-5.577015,0.124,"AT4G09420","TIR-NBS class of disease resistance protein","GO:0007165; GO:0009507; GO:0043531",NA,15190243,13,"Brassicaceae","ARATH26277"
"11339","AT4G09460","255037_at",0.026596,0.00384,-4.29,-2.197946,-0.245,"MYB6","transcription repressor MYB6","GO:0030154; GO:0005634; GO:0003677; GO:0003700; GO:0005515; GO:0043565",NA,15190249,13,"Brassicaceae","ARATH26283"
"11340","AT4G09490","255031_at",0.471025,0.242,-1.28,-6.420765,-0.0664,"AT4G09490","polynucleotidyl transferase, ribonuclease H-like superfamily protein","GO:0003676; GO:0004523",NA,15190255,13,"Brassicaceae","ARATH26289"
"11341","AT4G09500","255032_at",0.001885,5.68e-05,8.81,2.374442,0.691,"AT4G09500","UDP-glycosyltransferase 79B7","GO:0009507; GO:0043231; GO:0008194; GO:0016757; GO:0016758",NA,15190256,10,"Pentapetalae","ARATH26290"
"11342","AT4G09510","255038_at",0.211626,0.0729,2.12,-5.294566,0.109,"CINV2","cytosolic invertase 2","GO:0005987; GO:0048364; GO:0005634; GO:0005829; GO:0009507; GO:0004564; GO:0004575; GO:0033926",NA,15190258,1,"LUCA","ARATH26292"
"11343","AT4G09520","255033_at",0.575546,0.338,1.03,-6.696386,0.0365,"AT4G09520","Cofactor-independent phosphoglycerate mutase","GO:0005829",NA,15190260,1,"LUCA","ARATH26294"
"11344","AT4G09550","255035_at",0.719717,0.506,0.701,-6.987788,0.0362,"GIP1","gamma-tubulin complex protein GIP1a","GO:0000226; GO:0007052; GO:0033566; GO:0034080; GO:0034508; GO:0051415; GO:0051418; GO:0090307; GO:0000776; GO:0000930; GO:0005635; GO:0005640; GO:0005739; GO:0005813; GO:0005819; GO:0005828; GO:0008274; GO:0009524; GO:0009574; GO:0031021; GO:0072686; GO:0005515; GO:0042393",NA,15190263,2,"Eukaryota","ARATH26297"
"11345","AT4G09560","255036_at",0.342064,0.147,-1.64,-5.971885,-0.0939,"AT4G09560","protease-associated (PA) RING/U-box zinc finger-containing protein","GO:0006511; GO:0005634; GO:0061630",NA,15190264,8,"Magnoliopsida","ARATH26298"
"11346","AT4G09570","255039_at",0.038745,0.00663,3.85,-2.787245,0.231,"CPK4","calcium-dependent protein kinase 4","GO:0009789; GO:0018105; GO:0035556; GO:0046777; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0004672; GO:0004683; GO:0005509; GO:0005515; GO:0005516; GO:0009931","04626",15190265,2,"Eukaryota","ARATH26299"
"11347","AT4G09580","255040_at",0.421968,0.203,-1.41,-6.265077,-0.113,"AT4G09580","SNARE associated Golgi protein family","GO:0008150; GO:0005783",NA,15190266,2,"Eukaryota","ARATH26300"
"11348","AT4G09600","255048_at",0.774104,0.582,0.578,-7.072487,0.022,"GASA3","gibberellin-regulated protein 3","GO:0009739; GO:0005576; GO:0003674",NA,15190270,13,"Brassicaceae","ARATH26304"
"11349","AT4G09610","255049_at",0.329392,0.139,1.68,-5.916452,0.0741,"GASA2","gibberellin-regulated protein 2","GO:0005576; GO:0003674",NA,15190271,13,"Brassicaceae","ARATH26305"
"11350","AT4G09620","255041_at",0.843535,0.688,-0.42,-7.159205,-0.0253,"AT4G09620","mitochondrial transcription termination factor family protein","GO:0006355; GO:0005829; GO:0009507; GO:0042646; GO:0003690",NA,15190272,5,"Embryophyta","ARATH26306"
"11351","AT4G09630","255042_at",0.349598,0.152,-1.61,-6.001003,-0.101,"AT4G09630","hypothetical protein","GO:0005634; GO:0016757",NA,15190274,8,"Magnoliopsida","ARATH26308"
"11352","AT4G09640","255043_at",0.063115,0.0134,-3.31,-3.542857,-0.186,"AT4G09640","hypothetical protein","GO:0015693; GO:0016020",NA,15190276,2,"Eukaryota","ARATH26310"
"11353","AT4G09650","255046_at",0.01671,0.00194,4.87,-1.458454,0.436,"ATPD","F-type H+-transporting ATPase subunit delta","GO:0009409; GO:0009772; GO:0009773; GO:0015979; GO:0015986; GO:0042742; GO:0005829; GO:0009507; GO:0009534; GO:0009535; GO:0009579; GO:0009941; GO:0010287; GO:0010319; GO:0046933","00190; 00195; 01100",15190279,2,"Eukaryota","ARATH26313"
"11354","AT4G09670","255047_at",0.045679,0.0084,-3.66,-3.04206,-0.327,"AT4G09670","oxidoreductase family protein","GO:0005829",NA,15190281,2,"Eukaryota","ARATH26315"
"11355","AT4G09680","255044_at",0.850692,0.699,-0.403,-7.166713,-0.0348,"CTC1","CST complex subunit CTC1","GO:0000723; GO:0010833; GO:0045740; GO:0000781; GO:0005634; GO:1990879; GO:0003697; GO:0005515; GO:0042162",NA,15190285,8,"Magnoliopsida","ARATH26319"
"11356","AT4G09690","255045_at",0.746889,0.545,0.637,-7.033565,0.0252,"AT4G09690","cysteine/histidine-rich C1 domain-containing protein","GO:0005575",NA,15190286,14,"Arabidopsis","ARATH26320"
"11357","AT4G09720","255052_at",0.017556,0.00208,4.81,-1.532436,0.183,"RABG3A","RAB GTPase homolog G3A","GO:0006886; GO:0032482; GO:0005737; GO:0005774; GO:0005794; GO:0005829; GO:0012505; GO:0003924",NA,15190289,2,"Eukaryota","ARATH26323"
"11358","AT4G09730","255053_at",0.356492,0.156,1.59,-6.02938,0.0833,"RH39","DEAD-box ATP-dependent RNA helicase 39","GO:0110102; GO:1901259; GO:1902775; GO:0005739; GO:0009507; GO:0003723; GO:0003724; GO:0016887; GO:0070180",NA,15190291,2,"Eukaryota","ARATH26325"
"11359","AT4G09760","254998_at",0.000663,7.36e-06,-12.1,4.523067,-1.07,"AT4G09760","choline synthase","GO:0005737; GO:0004103",NA,15190296,2,"Eukaryota","ARATH26330"
"11360","AT4G09800","255000_at",0.002396,8.97e-05,8.19,1.882719,0.366,"AT1G34030///PFL///RPS18C","40S ribosomal protein S18///40S ribosomal protein S18///40S ribosomal protein S18","GO:0006412; GO:0005618; GO:0005730; GO:0005737; GO:0005773; GO:0005829; GO:0009506; GO:0015935; GO:0022627",NA,15190307,1,"LUCA","ARATH26341"
"11361","AT4G09810","255055_at",0.482465,0.252,-1.25,-6.454383,-0.0547,"AT4G09810","Nucleotide-sugar transporter family protein","GO:1904659; GO:0005794; GO:0005886; GO:0005338; GO:0005355; GO:0005459; GO:0015297; GO:0022857",NA,15190308,2,"Eukaryota","ARATH26342"
"11362","AT4G09820","255056_at",0.070122,0.0156,-3.2,-3.700646,-0.14,"TT8","transcription factor TT8","GO:0009867; GO:0009962; GO:0010026; GO:0010214; GO:0031542; GO:0048316; GO:2000029; GO:0005634; GO:0000976; GO:0003700; GO:0005515; GO:0046983",NA,15190311,5,"Embryophyta","ARATH26345"
"11363","AT4G09830","254999_at",0.042218,0.00753,-3.75,-2.925248,-0.225,"AT4G09830","hypothetical protein","GO:0008150; GO:0005634; GO:0003674",NA,15190312,10,"Pentapetalae","ARATH26346"
"11364","AT4G09840","255057_at",0.521888,0.286,-1.16,-6.562148,-0.0504,"AT4G09840","hypothetical protein","GO:0008150; GO:0005575; GO:0003674",NA,15190313,14,"Arabidopsis","ARATH26347"
"11365","AT4G09890","255028_at",0.658689,0.431,0.837,-6.878203,0.0598,"AT4G09890","hypothetical protein","GO:0008150; GO:0005634; GO:0003674",NA,15190318,8,"Magnoliopsida","ARATH26352"
"11366","AT4G09900","255026_at",0.368074,0.164,-1.56,-6.072779,-0.0699,"MES12","methyl esterase 12","GO:0009694; GO:0009696; GO:0005737; GO:0016787; GO:0080030; GO:0080031; GO:0080032",NA,15190319,2,"Eukaryota","ARATH26353"
"11367","AT4G09930","255001_at",0.697097,0.476,-0.754,-6.947272,-0.0285,"AT4G09930","Avirulence induced protein (AIG1) family protein","GO:0005739",NA,15190322,14,"Arabidopsis","ARATH26356"
"11368","AT4G09950","255003_at",0.893541,0.774,-0.299,-7.207802,-0.0131,"AT4G09950","P-loop containing nucleoside triphosphate hydrolases superfamily protein","GO:0005634",NA,15190325,2,"Eukaryota","ARATH26359"
"11369","AT4G09960","255014_at",0.76811,0.573,-0.592,-7.063795,-0.0295,"STK","agamous-like MADS-box protein AGL11","GO:0006355; GO:0010214; GO:0045944; GO:0048316; GO:0048440; GO:0048481; GO:0051302; GO:0080060; GO:0080155; GO:1903338; GO:0005634; GO:0090397; GO:0000976; GO:0000977; GO:0000981; GO:0003677; GO:0003700; GO:0005515; GO:0008134; GO:0043565; GO:0046983",NA,15190329,7,"Spermatophyta","ARATH26363"
"11370","AT4G09970","255004_at",0.286136,0.113,1.82,-5.721874,0.0773,"AT4G09970","hypothetical protein","GO:0007623; GO:0005634",NA,15190334,13,"Brassicaceae","ARATH26368"
"11371","AT4G09990","255005_at",0.409208,0.193,-1.44,-6.220695,-0.0929,"AT4G09990","hypothetical protein","GO:0009834; GO:0045491; GO:0045492; GO:0005576; GO:0005794; GO:0030775",NA,15190339,7,"Spermatophyta","ARATH26373"
"11372","AT4G10000","255013_at",0.21671,0.0754,-2.09,-5.328192,-0.124,"AT4G10000","thioredoxin family protein","GO:0009507",NA,15190340,2,"Eukaryota","ARATH26374"
"11373","AT4G10010","255006_at",0.999147,0.998,0.0027,-7.258426,9.33e-05,"AT4G10010","protein kinase family protein","GO:0006468; GO:0032968; GO:0046777; GO:0070816; GO:0000307; GO:0000790; GO:0005634; GO:0004674; GO:0004693; GO:0005524; GO:0008353",NA,15190342,10,"Pentapetalae","ARATH26376"
"11374","AT4G10020","255007_at",0.100717,0.0259,-2.83,-4.237166,-0.0965,"HSD5","hydroxysteroid dehydrogenase 5","GO:0005576",NA,15190343,4,"Streptophyta","ARATH26377"
"11375","AT4G10030","255012_at",0.006844,0.000503,-6.17,0.012665,-0.242,"AT4G10030","hydrolase, alpha/beta fold family protein","GO:0008610; GO:0009409; GO:0004620",NA,15190344,1,"LUCA","ARATH26378"
"11376","AT4G10040","255011_at",0.43411,0.212,1.38,-6.303549,0.0984,"CYTC-2","cytochrome c-2","GO:0006122; GO:0006123; GO:0010336; GO:0005739; GO:0005758; GO:0005829; GO:0005507; GO:0009055; GO:0020037",NA,15190345,1,"LUCA","ARATH26379"
"11377","AT4G10050","255010_at",0.150042,0.0455,2.44,-4.818137,0.12,"AT4G10050","esterase/lipase/thioesterase family protein","GO:0006482; GO:0005634; GO:0005773; GO:0051723",NA,15190346,2,"Eukaryota","ARATH26380"
"11378","AT4G10060","255008_at",0.0893,0.022,-2.95,-4.063341,-0.271,"AT4G10060","beta-glucosidase, GBA2 type family protein","GO:0006665; GO:0005773; GO:0005783; GO:0005886; GO:0004348; GO:0008422",NA,15190348,1,"LUCA","ARATH26382"
"11379","AT4G10070","255009_at",0.259091,0.0979,-1.92,-5.58459,-0.184,"AT4G10070","KH domain-containing protein","GO:0010468; GO:0005737; GO:0005829; GO:0003729",NA,15190349,8,"Magnoliopsida","ARATH26383"
"11380","AT4G10090","255018_at",0.733231,0.526,0.668,-7.012174,0.0327,"ELP6","elongator protein 6","GO:0002098; GO:0006979; GO:0008284; GO:0031538; GO:2000024; GO:0033588; GO:0005515",NA,15190351,2,"Eukaryota","ARATH26385"
"11381","AT4G10100","255017_at",0.895755,0.778,-0.293,-7.209712,-0.0201,"CNX7","molybdenum cofactor synthesis family protein","GO:0009734; GO:0018315; GO:0005634; GO:0005829","04122",15190352,2,"Eukaryota","ARATH26386"
"11382","AT4G10120","255016_at",0.392405,0.18,-1.49,-6.16,-0.0519,"ATSPS4F","probable sucrose-phosphate synthase 4","GO:0005634; GO:0005829; GO:0005886; GO:0016757; GO:0046524","00500; 01100",15190357,8,"Magnoliopsida","ARATH26391"
"11383","AT4G10130","255801_at",0.271897,0.105,1.87,-5.652061,0.0844,"AT4G10130","DNAJ heat shock N-terminal domain-containing protein","GO:0002098; GO:0017183; GO:0005634; GO:0005737; GO:0005829",NA,15190358,2,"Eukaryota","ARATH26392"
"11384","AT4G10140","255810_at",0.814694,0.643,-0.485,-7.126708,-0.0253,"AT4G10140","hypothetical protein","GO:0000138; GO:0005739; GO:0005794; GO:0043231; GO:0003674",NA,15190359,1,"LUCA","ARATH26393"
"11385","AT4G10170","255803_at",0.130307,0.0372,-2.58,-4.612398,-0.0931,"AT4G10170","SNARE-like superfamily protein","GO:0005886",NA,15190362,6,"Tracheophyta","ARATH26396"
"11386","AT4G10180","255799_at",0.306202,0.125,-1.75,-5.818314,-0.0851,"DET1","light-mediated development protein DET1","GO:0006281; GO:0010100; GO:0005634; GO:0003824","04120",15190363,2,"Eukaryota","ARATH26397"
"11387","AT4G10220","255804_at",0.664063,0.437,0.826,-6.887712,0.0277,"AT4G10220","hypothetical protein","GO:0008150; GO:0005576",NA,15190367,10,"Pentapetalae","ARATH26401"
"11388","AT4G10240","255805_at",0.708802,0.492,-0.726,-6.969125,-0.0306,"AT4G10240","B-box type zinc finger-containing protein","GO:0006355; GO:0009640; GO:0005634; GO:0003700; GO:0005515; GO:0008270",NA,15190369,12,"malvids","ARATH26403"
"11389","AT4G10250","255811_at",0.823013,0.656,0.466,-7.136357,0.0235,"ATHSP22.0","heat shock protein 22","GO:0000302; GO:0006457; GO:0009408; GO:0009651; GO:0042542; GO:0051259; GO:0071456; GO:0005783; GO:0009507; GO:0043621; GO:0051082","04141",15190370,10,"Pentapetalae","ARATH26404"
"11390","AT4G10260","255806_at",0.029631,0.00451,4.15,-2.371055,0.422,"AT4G10260","probable fructokinase-5","GO:0006000; GO:0019252; GO:0005829; GO:0009507; GO:0008865; GO:0019200","00051; 00500; 00520; 01100",15190371,2,"Eukaryota","ARATH26405"
"11391","AT4G10270","255807_at",0.011408,0.00111,5.39,-0.843929,0.911,"AT4G10270","putative wound-responsive protein","GO:0005634; GO:0003674",NA,15190373,10,"Pentapetalae","ARATH26407"
"11392","AT4G10280","255808_at",0.673867,0.448,-0.804,-6.905812,-0.0701,"AT4G10280","cupin domain-containing protein","GO:0009507; GO:0003674",NA,15190374,1,"LUCA","ARATH26408"
"11393","AT4G10300","255809_at",0.850188,0.698,0.405,-7.166142,0.0289,"AT4G10300","cupin domain-containing protein","GO:0005634; GO:0005829; GO:0009507; GO:0003674",NA,15190376,1,"LUCA","ARATH26410"
"11394","AT4G10310","255812_at",0.046633,0.00867,-3.64,-3.07655,-0.311,"HKT1","sodium transporter HKT1","GO:0006813; GO:0006814; GO:0006970; GO:0009651; GO:0071805; GO:0005739; GO:0005886; GO:0008324; GO:0015079; GO:0015081",NA,15190378,2,"Eukaryota","ARATH26412"
"11395","AT4G10330","255021_at",0.254184,0.0951,-1.94,-5.556326,-0.119,"AT4G10330","glycine-rich protein","GO:0008150; GO:0003674",NA,15190380,5,"Embryophyta","ARATH26414"
"11396","AT4G10340","254970_at",0.090737,0.0225,-2.94,-4.087555,-0.0959,"LHCB5","chlorophyll a-b binding protein CP26","GO:0009416; GO:0009768; GO:0010196; GO:0010207; GO:0015979; GO:0005829; GO:0009507; GO:0009517; GO:0009533; GO:0009534; GO:0009535; GO:0009579; GO:0009783; GO:0010287; GO:0042651; GO:0005515; GO:0016168","00196; 01100",15190381,3,"Viridiplantae","ARATH26415"
"11397","AT4G10350","255022_at",0.977561,0.95,0.065,-7.256018,0.00291,"NAC070","protein BEARSKIN 2","GO:0009834; GO:0010628; GO:0045893; GO:0048829; GO:0005634; GO:0003700",NA,15190382,10,"Pentapetalae","ARATH26416"
"11398","AT4G10360","254969_at",0.216527,0.0753,2.1,-5.32687,0.131,"AT4G10360","TRAM, LAG1 and CLN8 (TLC) lipid-sensing domain containing protein","GO:0008150; GO:0003674",NA,15190384,2,"Eukaryota","ARATH26418"
"11399","AT4G10380","254971_at",0.964339,0.918,0.107,-7.25188,0.0204,"NIP5;1","putative aquaporin NIP5-1","GO:0010036; GO:0015700; GO:0046685; GO:0046713; GO:0080029; GO:0005886; GO:0016328; GO:0015105; GO:0015250; GO:0046715",NA,15190386,2,"Eukaryota","ARATH26420"
"11400","AT4G10390","254996_at",0.002933,0.000125,-7.76,1.52324,-0.382,"AT4G10390","probable receptor-like protein kinase","GO:0006468; GO:0009611; GO:0005886; GO:0009507; GO:0004675",NA,15190387,8,"Magnoliopsida","ARATH26421"
"11401","AT4G10440","254972_at",0.526458,0.29,-1.15,-6.573603,-0.0451,"AT4G10440","putative methyltransferase PMT17","GO:0005737; GO:0005768; GO:0005794; GO:0005802; GO:0005829",NA,15190396,5,"Embryophyta","ARATH26430"
"11402","AT4G10450","254980_at",0.002387,8.85e-05,8.21,1.897384,0.677,"AT4G10450","60S ribosomal protein L9-2","GO:0002181; GO:0005737; GO:0005829; GO:0022625; GO:0022626; GO:0003735; GO:0019843","03010",15190397,1,"LUCA","ARATH26431"
"11403","AT4G10480","254981_at",0.000654,6.79e-06,12.2,4.605328,0.796,"AT4G10480","Nascent polypeptide-associated complex subunit alpha-like protein 4","GO:0006612; GO:0005634; GO:0005737; GO:0005829; GO:0051082",NA,15190403,2,"Eukaryota","ARATH26437"
"11404","AT4G10490","254974_at",0.68452,0.462,-0.779,-6.926754,-0.0381,"AT4G10490","oxidoreductase, 2OG-Fe(II) oxygenase family protein","GO:0002229; GO:0009507; GO:0051213",NA,15190404,7,"Spermatophyta","ARATH26438"
"11405","AT4G10500","254975_at",0.131548,0.0378,2.57,-4.627527,0.43,"AT4G10500","oxidoreductase, 2OG-Fe(II) oxygenase family protein","GO:0002229; GO:0002239; GO:0009617; GO:0009620; GO:0009751; GO:0010150; GO:0046244; GO:0009507; GO:0051213",NA,15190405,7,"Spermatophyta","ARATH26439"
"11406","AT4G10510","254976_at",0.603647,0.37,-0.961,-6.764948,-0.046,"AT4G10510","Subtilase family protein","GO:0005576; GO:0005615; GO:0004252",NA,15190408,8,"Magnoliopsida","ARATH26442"
"11407","AT4G10540","254978_at",0.2092,0.0718,-2.13,-5.278599,-0.0883,"AT4G10540","Subtilase family protein","GO:0005576; GO:0005615; GO:0005829; GO:0004252",NA,15190412,8,"Magnoliopsida","ARATH26446"
"11408","AT4G10550","254979_at",0.681885,0.458,-0.786,-6.920979,-0.0301,"AT4G10550","subtilisin-like protease","GO:0005576; GO:0005615; GO:0005829; GO:0004252",NA,15190413,8,"Magnoliopsida","ARATH26447"
